fixed acidity,volatile acidity,citric acid,chlorides,free sulfur dioxide,total sulfur dioxide,sulphates,alcohol
9.2,0.46,0.23,0.091,18.0,77.0,0.51,9.4
9.362013458167903,0.3126621806106989,0.5524026916335807,0.0788604037450371,6.126621806106989,16.87337819389301,0.8908769845953926,11.801297444885591
8.0,0.38,0.44,0.098,6.0,15.0,0.64,11.4
7.017456746095895,0.85126881450257,0.04380925595719217,0.08117456746095894,3.619074404280783,13.587283730479477,0.5426993948236287,10.148410466309935
7.5,0.77,0.2,0.098,30.0,92.0,0.58,9.2
7.481792116232649,0.6834826763527208,0.06858383126253935,0.058222540801600955,4.979769018036277,8.979769018036276,0.5463584232465297,10.889884509018138
6.5,0.52,0.11,0.073,13.0,38.0,0.52,9.3
6.76916345777694,0.7798844941108701,0.025187259333270456,0.0786916345777694,5.481274066672954,12.345817288884698,0.6109800491113416,9.993227161110587
8.851096925721698,0.30445153713915085,0.43043877028867933,0.06993418445669809,7.0,12.489030742783015,0.5842321519948112,12.202193851443397
8.153826661740778,0.510386889463576,0.37384355489877036,0.07494238890941342,7.788477781882685,16.788477781882687,0.7136543334564805,12.97308666912961
8.776057115198542,0.43661999031948934,0.48971856243952583,0.08674656824783221,3.0,9.690142787996352,0.6116900048402554,11.945071393998177
8.5,0.28,0.56,0.092,35.0,103.0,0.75,10.5
10.526018543243302,0.6799052517913207,0.5076444910182359,0.07075307931678208,12.497631294783018,47.49952625895661,0.5650047374104339,9.174834190634812
7.202641710835975,0.37973582891640256,0.3098679144582013,0.05623775397523771,15.026417108359746,28.933957229100635,0.7592074867492076,11.301320855417988
11.6,0.58,0.66,0.07400000000000001,10.0,47.0,0.57,9.0
10.3,0.5,0.42,0.069,21.0,51.0,0.72,11.5
8.2,0.51,0.24,0.079,16.0,86.0,0.64,9.5
10.055807104433045,0.41045172285188125,0.5979677797303342,0.08207096980347277,6.0,17.690323267824258,0.8406128242002103,12.286774777650619
8.433003335296739,0.6890163458181773,0.2606584552366649,0.0842641878293009,8.967077238166755,96.97778291389952,0.6074732358106681,11.38131691047333
8.8,0.47,0.49,0.085,17.0,110.0,0.6,9.8
9.3,0.715,0.24,0.07,5.0,20.0,0.59,9.9
7.31920770525606,0.36807922947439403,0.304039614737197,0.06672869347304539,16.1920770525606,26.019807368598503,0.724237688423182,11.35960385262803
7.5,0.4,0.12,0.092,29.0,53.0,0.7,10.3
6.6,0.52,0.04,0.069,8.0,15.0,0.63,9.4
8.662146316899538,0.41634433430002715,0.3921933994199837,0.06818278328499865,5.963443343000272,12.036556656999728,0.6947523654099647,11.732900991299754
6.905893123428949,0.8191942729858228,0.035441984257171176,0.08005893123428949,4.455801574282883,13.029465617144744,0.5733793910570391,10.078683202143093
8.2,0.74,0.09,0.067,5.0,10.0,0.57,11.8
7.0,0.55,0.13,0.075,15.0,35.0,0.59,9.7
10.8,0.5,0.46,0.073,5.0,27.0,0.64,9.5
7.0,0.56,0.13,0.077,25.0,42.0,0.59,9.2
11.5,0.59,0.59,0.087,13.0,49.0,0.65,11.0
7.265101646829866,0.570985925823557,0.5329890534183221,0.11079499584837585,3.0,9.050078189869128,0.5694992181013087,10.385132922777517
7.6,0.9,0.06,0.079,5.0,10.0,0.56,9.8
9.735573017175978,0.35651756078753327,0.5794279115207146,0.08105970426476625,6.0,17.353234754922084,0.8793780031839604,12.00024954168377
5.7370321582479935,0.6576838435181982,0.023148392087600334,0.07543226139173356,6.0,13.0,0.6177161306958667,10.077161306958667
8.144338535440241,0.9014568804241636,0.16977825735315039,0.06355265138621469,18.036422010604092,48.60728440212082,0.5539271559787918,9.562549540742285
8.2,0.33,0.39,0.07400000000000001,29.0,48.0,0.88,12.4
7.812879576342283,0.5681851506063145,0.09263445879728527,0.06510537835189141,34.04683482306285,45.16977623360283,0.7393560211828858,12.69473108240543
6.742196128020928,0.5596862674255816,0.08094119772325506,0.062,35.7811760455349,53.20313732574418,0.7376548941681398,11.274980278809306
6.953571480112938,0.8329018005324696,0.03901786100847035,0.08053571480112937,4.098213899152966,13.26785740056469,0.560267842968942,10.108482175070586
8.99213714211852,0.7715226758491962,0.24702104531418245,0.09121926688976695,9.648947734290877,93.29568223482926,0.6183831637486541,11.354042090628365
8.078748360065243,0.9075582920869542,0.1604736045673949,0.06335435550717398,18.188957302173854,48.63779146043477,0.5536220853956523,9.57322701115217
10.326170468945886,0.6984957703306152,0.47929395024581184,0.07014888746425502,12.96239425826538,47.59247885165308,0.5640752114834692,9.207367598078577
9.781122750736984,0.6177748028124347,0.41484465121341196,0.07457467340440102,13.01971284191407,45.69295045588542,0.5501971284191407,9.469295045588542
10.1,0.935,0.22,0.105,11.0,86.0,0.64,11.3
10.2,0.24,0.49,0.075,10.0,28.0,0.61,10.4
6.7821654516793926,0.7836225673578252,0.026162408875954415,0.07882165451679392,5.383759112404558,12.41082725839696,0.6074045007881672,10.00135340729962
9.10694556324405,0.8119120406284605,0.3063341380415978,0.06646285867957503,15.797801015711512,48.159560203142306,0.558404397968577,9.405846071099806
6.339239895983476,0.38005857001707394,0.31172585619552495,0.05821981334028227,6.413707190223752,110.76598117279174,0.5666193150435801,11.48345171239105
6.909399471519874,0.820202348061964,0.03570496036399061,0.08009399471519874,4.42950396360094,13.046997357599373,0.5724151453320344,10.080874669699922
7.992817580470632,0.5777127032188253,0.1547071644847138,0.07939005419168675,17.0,43.847513547921686,0.49385635160941266,9.138563516094127
6.1,0.4,0.16,0.069,11.0,25.0,0.74,10.1
6.628214881436529,0.6355597819558291,0.004273829381217622,0.096,3.427382938121762,13.0,0.6093154265469559,11.39315426546956
7.1,0.47,0.0,0.067,7.0,14.0,0.58,10.9
8.548132666253226,0.4645813061188636,0.2430271362790689,0.07112108545116276,36.720482422739,54.86174878242889,0.7025933666873387,12.393945727441862
8.9,0.38250846602701793,0.4137965631485986,0.06599322717838567,12.125423301350896,27.874576698649104,0.7688134952026344,12.700338641080716
6.048895874706833,0.743446365544379,0.007555206264658356,0.06503680417643891,6.0,13.0,0.6125184020882194,10.025184020882195
7.7262150771669225,0.5677025128611537,0.02614874356942314,0.0749675979422154,9.122974871388463,18.0,0.5835272358527309,9.709057281360387
6.783617079549699,0.7840399103705384,0.026271280966227405,0.07883617079549698,5.372871903377259,12.418085397748493,0.6070053031238328,10.002260674718562
10.034642674546282,0.335609254438454,0.4406344473369276,0.0722195372780773,5.15609254438454,12.84390745561546,0.7997079692300098,12.459516710053913
8.188265595615698,0.585530623824628,0.18988780721082574,0.0814748330199008,17.0,44.368708254975196,0.497765311912314,9.177653119123141
8.183609796480734,0.506912190410581,0.3778146395307646,0.0748182925146636,7.763658502932722,16.76365850293272,0.7129097550879816,12.958195101759632
6.7,0.64,0.23,0.08,11.0,119.0,0.7,10.9
10.003483657636135,0.3232109099090821,0.5460734540545508,0.07535781801818359,5.5357818018183576,16.53578180181836,0.7946610864909567,11.37504726127285
7.284582046892265,0.3763750551331887,0.3281247243340566,0.05865829290232829,15.0,29.966651964483017,0.7720831495560377,11.481247243340567
7.2,0.73,0.02,0.076,16.0,42.0,0.52,9.3
11.564305698996616,0.5833204000933381,0.6549363898576595,0.07389208699696652,10.083010002333452,47.01660200046669,0.569833979995333,9.005810700163341
9.179841665466116,0.37338611151129447,0.5159683330932233,0.0733952499639835,6.733861115112945,16.266138884887056,0.7512119435240227,12.287088892090356
11.4,0.36,0.69,0.09,6.0,21.0,0.62,9.2
7.016553782425162,0.5891723108787419,0.37489840418264564,0.10024153368188714,3.3057436959580637,8.694256304041936,0.5088512608083873,10.330574369595807
8.196904221586914,0.7784521107934577,0.0,0.08875233772695323,12.969042215869154,25.938084431738307,0.46,9.6
9.6,0.42,0.35,0.083,17.0,38.0,0.66,11.1
6.693545154831532,0.5780660514550223,0.09677257741576602,0.06909657217697075,10.03227422584234,21.45158866123649,0.4970978246797521,10.469377060533217
10.121397580795211,0.5944541461082916,0.4476856119712294,0.07400873149746248,14.668121916243745,46.77729269458542,0.5488646347292709,9.533187808375626
9.6,0.56,0.23,0.102,37.0,92.0,0.65,10.1
8.0,0.43,0.36,0.075,10.0,48.0,0.46,9.4
7.845750081032671,0.7964625271147786,0.25092500436329773,0.08636500037399696,7.5449998753343515,23.0,0.45910000249331295,9.741125059216184
10.6,0.34,0.49,0.078,20.0,78.0,0.7,10.0
7.519890537618916,0.36629040553061787,0.3785479723469105,0.06605370261088021,15.0,32.655891858501896,0.8056986482312737,11.985479723469107
8.9,0.595,0.41,0.086,30.0,109.0,0.57,9.3
8.646827722955132,0.3352567967406486,0.3873716016296757,0.06979456260748111,29.52567967406486,47.73716016296757,0.8642296097780541,11.926888293341625
7.572691491858324,0.8919597336805429,0.17171904312741457,0.08299115955699173,11.427308508141676,64.7092340325667,0.531277020977001,9.62907659674333
8.547937491304268,0.6654205969268807,0.28592073772726423,0.0824222159644274,11.338096579051273,43.45079543873503,0.5333809657905128,9.245079543873501
9.211109481366963,0.36296350621101253,0.5222218962733925,0.07433328444100887,6.629635062110125,16.370364937889875,0.7751839357146711,12.2037080496881
10.418329350651135,0.3391665134865821,0.5365000919080507,0.07216669730268357,5.216669730268357,16.216669730268357,0.7085008271724564,11.15166881118785
8.388607194218478,0.46534622090439903,0.3036634447739002,0.06508413880652494,9.816827761304989,28.18317223869501,0.6370289970348979,11.218317223869501
6.555154988926995,0.6438013802596775,0.027577494463497467,0.06044718680793718,10.724225055365025,20.413662416952462,0.5420746285987267,11.42080945112691
6.824452301504818,0.7957800366826353,0.029333922612861375,0.07924452301504818,5.066607738713863,12.622261507524092,0.595775617086175,10.02778268844051
6.6,0.44,0.09,0.063,9.0,18.0,0.69,11.3
9.9,0.63,0.24,0.077,6.0,33.0,0.57,9.4
6.911149976154468,0.5944425011922765,0.280034978539022,0.09233624821158516,3.4814167064092185,8.518583293590781,0.47371665871815627,10.348141670640922
6.9,0.45,0.11,0.043,6.0,12.0,0.65,11.4
8.226013115170677,0.8446917213132111,0.010616557373577695,0.07160304917130202,5.0,13.93834426264223,0.5793834426264223,11.0
5.9,0.46,0.0,0.077,25.0,44.0,0.53,11.2
9.131516627656374,0.2542796440406968,0.4638909976593824,0.07361090023406176,10.0,20.536966744687252,0.7738909976593824,12.038909976593825
9.331335760379348,0.37698024938945013,0.41581185036632995,0.0701509875305275,5.569802493894501,12.430197506105499,0.7459256757937148,12.087177755494949
8.0,0.62,0.35,0.086,28.0,52.0,0.62,10.8
8.236772444870322,0.7055602887961085,0.17251133337896304,0.09230045333515853,11.116591110806914,74.06727111354469,0.5911659111080692,9.223318222161382
7.6,0.715,0.0,0.068,30.0,35.0,0.65,11.4
10.3,0.27,0.24,0.07200000000000001,15.0,33.0,0.66,12.8
9.835151657949641,0.4035151657949641,0.35232729843093535,0.09411878673640288,14.589090052302154,50.410909947697846,0.6717818010460431,10.0
5.9,0.61,0.08,0.071,16.0,24.0,0.77,11.1
7.0,0.69,0.0,0.114,3.0,10.0,0.6,9.7
7.4,0.49,0.27,0.071,14.0,25.0,0.63,12.0
